container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country,Lat,Long,,,,,list,,
Author,['basics'],_bczzQUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Fei Dai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_bczzQUAAAAJ&citpid=7,"Associate Professor of Civil Engineering, West Virginia University","['Automated Construction', 'Infrastructure Informatics', 'Safety and Health']",@mail.wvu.edu,https://feidai.faculty.wvu.edu/,2333,4.97E+18,West Virginia University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],j88o8jQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yi Zhen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j88o8jQAAAAJ&citpid=13,LinkedIn,"['Machine learning', 'Data Mining']",@linkedin.com,,1085,1.63E+19,LinkedIn Corporation,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],OSBfM5sAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,ZHIYUN QIAN,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OSBfM5sAAAAJ&citpid=1,"University of California, Riverside","['Cyber-security', 'systems/networking', 'mobile']",@cs.ucr.edu,http://www.cs.ucr.edu/~zhiyunq,5558,9.46E+18,"University of California, Riverside",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],MTZ0l60AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Martin Pinzger,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MTZ0l60AAAAJ&citpid=5,"Professor of Software Engineering, Universität Klagenfurt, Austria","['Software Engineering', 'Software Evolution', 'Mining Software Repositories', 'Program Analysis', 'Software Visualization']",@aau.at,https://pinzger.github.io/,8025,5.66E+18,Alpen-Adria-Universität Klagenfurt,Austria,47.516232,14.550072,,,,,,,14.550072
Author,['basics'],sTfJNSIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kai Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sTfJNSIAAAAJ&citpid=6,University of Nottingham,"['Data Visualisation', 'Machine Learning', 'Human-AI Collaboration', 'Provenance', 'Sensemaking']",@nottingham.ac.uk,https://kaixu.me/,1376,1.46E+19,University of Nottingham,UK,55.378052,-3.435973,,,,,,,-3.435973
Author,['basics'],JxvdmeQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Dongsheng Li 李东升,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JxvdmeQAAAAJ&citpid=2,"Professor, Department of Materials Science and Engineering, Zhejiang University","['synthesize and application of plasmonic microstructure', 'Raman and Luminescence', 'silicon photonics']",,,47613,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],oAtNHc4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ali Ahmadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oAtNHc4AAAAJ&citpid=1,"PhD Student, Univeristy of Maryland","['Algorithms', 'Graph Theory', 'Theoretical Computer Science']",@cs.umd.edu,,8,2.39E+18,University of Maryland,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],TIVMwT4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Helena Mitasova,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TIVMwT4AAAAJ&citpid=2,"Professor,  North Carolina State University","['topographic analysis', 'spatial interpolation', 'tangible user interface', 'erosion processes', 'Open source GIS']",@ncsu.edu,https://geospatial.ncsu.edu/osgeorel/index.html,10882,1.06E+19,North Carolina State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],_X5RRJ8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Mung Chiang,,Purdue University,[],@purdue.edu,,33459,9.64E+18,Purdue University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],MfRyoLMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Amuda James Abu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MfRyoLMAAAAJ&citpid=2,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology",['Computer Networking'],@cse.ust.hk,http://sites.google.com/site/amudajames/,195,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],mlUYzYcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jianping Pan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mlUYzYcAAAAJ&citpid=1,University of Victoria,['computer networks'],@uvic.ca,http://web.uvic.ca/~pan,8211,1.26E+19,University of Victoria,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],X45Go24AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiangnan He,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X45Go24AAAAJ&citpid=14,"University of Science and Technology of China, School of Data Science","['Recommendation', 'Causality', 'Big Data', 'Information Retrieval', 'Machine Learning']",@ustc.edu.cn,http://staff.ustc.edu.cn/~hexn,35859,8.12E+18,University of Science and Technology of China,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],_JcErIsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yang Cao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_JcErIsAAAAJ&citpid=3,"PhD, Associate Professor, Huazhong University of Science and Technology","['Wireless Networking', 'QoE', 'Edge Computing', 'Internet of Things']",@hust.edu.cn,http://ei.hust.edu.cn/lab/SINC-lab/caoyang.html,2272,7.18E+18,Huazhong University of Science and Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],wLtu3FYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Wei Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wLtu3FYAAAAJ&citpid=3,"Professor, Hong Kong University of Science and Technology (Guangzhou), China","['Database Systems', 'Knowledge Graph', 'Natural Language Processing', 'Similarity Search', 'DB+AI']",@ust.hk,http://www.cse.ust.hk/~weiwcs,10054,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],erdMFJwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yifan Gao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=erdMFJwAAAAJ&citpid=9,Amazon,"['Question Answering', 'Text Generation', 'Dialog Systems', 'Natural Language Processing']",@amazon.com,http://yifan-gao.github.io/,520,1.12E+19,Amazon Inc.,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],c7rK9cgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiong Junwu 熊君武,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=c7rK9cgAAAAJ&citpid=1,"Ant Group, Alibaba, RenRen, Baidu, BUAA, HUNAU","['Artificial Intelligence', 'Control', 'Applied Mathematics', 'Human', 'Universe']",@antgroup.com,,249,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],n1zDCkQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Tang Jie,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=n1zDCkQAAAAJ&citpid=2,"Professor, Tsinghua University","['Artificial Intelligence', 'Social Networks', 'Data Mining', 'Machine Learning', 'Knowledge Graph']",@tsinghua.edu.cn,http://keg.cs.tsinghua.edu.cn/jietang/,33128,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],RekiP-gAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,MingXuan Yan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RekiP-gAAAAJ&citpid=5,Huazhong University of Science and Technology,[],@hust.edu.cn,,,7.18E+18,Huazhong University of Science and Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],m-bu8JgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongbo Jiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=m-bu8JgAAAAJ&citpid=2,Hunan University,"['Mobile Computing', 'Wireless Networking', 'Privacy Preserving']",@hnu.edu.cn,https://hongbojiang2004.github.io/en/,7421,1.24E+19,Hunan University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],RpMcidIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chen-Tse Tsai,,"Research Scientist, Bloomberg L.P.","['Natural Language Processing', 'Machine Learning']",@bloomberg.net,,932,1.83E+19,Bloomberg LP,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],VfBaiG8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jianyong Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VfBaiG8AAAAJ&citpid=31,Tsinghua University,"['Data Mining', 'Knowledge Graph', 'Medical Data Mining']",@tsinghua.edu.cn,http://dbgroup.cs.tsinghua.edu.cn/wangjy,18450,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],DAx7HOQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xinggang Lin,,Tsinghua University,"['signal and image processing', 'pattern recognition', 'computer vision', 'artificial intelligence']",@tsinghua.edu.cn,,2206,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],cokfbl0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Eun-Kyung Cho,,Hankuk University of Foreign Studies,"['graph theory', 'algebraic combinatorics']",@pusan.ac.kr,http://sites.google.com/view/ekcho,74,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],kQQ6gpsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Stelios Sidiroglou-Douskos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kQQ6gpsAAAAJ&citpid=2,MIT CSAIL,"['Software Security', 'Programming Languages', 'Reliability']",@csail.mit.edu,http://people.csail.mit.edu/stelios,6618,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],_zsllSIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Libin Zheng,,"School of Artificial Intelligence, Sun Yat-sen University",[],@mail.sysu.edu.cn,https://libinzheng.github.io/,318,8.85E+18,Sun Yat-sen University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],7rlVH7gAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yun Kuen Cheung,,"School of Computing, Australian National University","['Computational Economics', 'Algorithmic Game Theory', 'Theoretical Computer Science', 'Discrete Mathematics']",@anu.edu.au,,464,2.25E+18,Australian National University,Australia,-25.274399,133.775131,,,,,,,133.775131
Author,['basics'],5ateiVsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chunkit Chan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5ateiVsAAAAJ&citpid=1,"Ph.D. Student, Hong Kong University of Science and Technology","['Natural Language Processing', 'Large Language Models', 'Theory of Mind', 'Computational Linguistics']",@connect.ust.hk,https://chanchunkithkust.github.io/,44,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],oqxXhPsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yi Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oqxXhPsAAAAJ&citpid=17,"Digital Content and Media Sciences Research Division, National Institute of Informatics","['Multimodal learning', 'Generative modeling', 'Multimedia', 'AI Music']",@nii.ac.jp,http://research.nii.ac.jp/~yiyu/,3217,4.04E+18,"National Institute of Informatics, Japan",Japan,36.204823,138.25293,,,,,,,138.25293
Author,['basics'],P7p8EFUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jian Ni,,"Research Staff Member, IBM Research AI","['Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Natural Language Processing', 'Networking']",@us.ibm.com,http://researcher.watson.ibm.com/researcher/view.php?person=us-nij,1881,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],bl2XK5oAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yinfu FENG,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bl2XK5oAAAAJ&citpid=1,Alibaba Group,"['computer vision', 'machine learning', 'computer animation', 'information retrieval']",@alibaba-inc.com,,646,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],EyZJ08MAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Giuseppe Ateniese,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EyZJ08MAAAAJ&citpid=4,George Mason University,"['Cloud Security', 'Cybersecurity', 'Applied Cryptography']",@gmu.edu,https://ateniese.github.io/,24426,1.13E+19,George Mason University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],YMgBXi4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Vladimir D Tonchev,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YMgBXi4AAAAJ&citpid=2,Michigan Technological University,"['coding theory', 'combinatorics', 'discrete mathematics', 'finite geometry']",@mtu.edu,http://www.math.mtu.edu/~tonchev,3218,8.14E+18,Michigan Technological University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],Ier-n54AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yuan Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ier-n54AAAAJ&citpid=1,"Associate Professor, Wuhan Textile University","['Smart sensing', 'mobile computing', 'wearable device']",@wtu.edu.cn,,21,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],1LxWZLQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Qiang Yang (杨强）,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1LxWZLQAAAAJ&citpid=3,"Chief AI Officer@WeBank, Prof. Emeritus @HKUST, IJCAI President 2017-19, AAAI-21 General Chair","['Artificial Intelligence', 'Transfer Learning', 'Federated Learning', 'Machine Learning and Data Mining']",@cse.ust.hk,http://www.cse.ust.hk/~qyang,110262,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],v_uxLhgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Sanjay Rao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=v_uxLhgAAAAJ&citpid=1,Purdue University,"['Computer Science', 'Networking', 'Computer Networks', 'Video Streaming', 'Network Management']",@purdue.edu,http://www.ece.purdue.edu/~sanjay,8886,9.64E+18,Purdue University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],1dh5WWUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Guangxing Han,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1dh5WWUAAAAJ&citpid=6,Columbia University,"['Computer Vision', 'Deep Learning', 'Multimedia', 'Few-Shot Learning']",@columbia.edu,https://guangxinghan.github.io/,553,8.87E+18,Columbia University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],t4283loAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yahong Han,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=t4283loAAAAJ&citpid=11,"Professor of Computer Science, Tianjin University",['Multimedia'],@tju.edu.cn,http://cic.tju.edu.cn/faculty/hanyahong/,3621,7.20E+18,Tianjin University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],1KRXBIwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Leonid Reyzin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1KRXBIwAAAAJ&citpid=2,"Professor of Computer Science, Boston University",['Cryptography'],@cs.bu.edu,http://www.cs.bu.edu/~reyzin,12191,1.84E+19,Boston University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],eIm7hjkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Fred Lochovsky,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eIm7hjkAAAAJ&citpid=2,"Professor Emeritus of Computer Science, HKUST",['web search'],@cse.ust.hk,http://www.cse.ust.hk/~fred/,5366,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],UTRmf5MAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Sasu Tarkoma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UTRmf5MAAAAJ&citpid=2,"Professor of Computer Science, University of Helsinki","['Internet technology', 'mobile computing', 'Data Science', 'middleware', '#UnivHelsinkiCS']",@helsinki.fi,http://www.cs.helsinki.fi/u/starkoma,11364,1.66E+19,University of Helsinki,Finland,61.92411,25.748152,,,,,,,25.748152
Author,['basics'],FoyjXOEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Gang Song,,University of Pennsylvania,[],@seas.upenn.edu,,8450,1.82E+19,University of Pennsylvania,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],A1OW8DMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Weipeng Zhuo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=A1OW8DMAAAAJ&citpid=9,The Hong Kong University of Science and Technology,"['Internet of Things', 'Graph Neural Networks', 'Indoor Localization']",@cse.ust.hk,https://stevezhuo.github.io/,163,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],y6m820wAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiaofang Zhou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=y6m820wAAAAJ&citpid=3,Hong Kong University of Science and Technology,"['databases', 'big data', 'data science']",@cse.ust.hk,https://cse.hkust.edu.hk/~zxf,21777,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],E37ychMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Björn Tackmann,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=E37ychMAAAAJ&citpid=2,DFINITY,"['Cryptography', 'Security']",@dfinity.org,,1388,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],l2pAq_0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Subhro Roy,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=l2pAq_0AAAAJ&citpid=1,Microsoft,"['Natural Language Processing', 'Machine Learning']",@microsoft.com,https://sroy9.github.io/,1123,1.23E+19,Microsoft Corporation,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],vY3i79QAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jiajie Tan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vY3i79QAAAAJ&citpid=1,The Hong Kong University of Science and Technology,"['state estimation', 'sensor fusion', 'indoor localization']",@cse.ust.hk,,127,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],h5R2pc4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Marco Mellia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=h5R2pc4AAAAJ&citpid=2,"Politecnico di Torino, italy","['Computer networks', 'Machine Learning', 'Cybersecurity', 'Data Science']",@polito.it,https://www.telematica.polito.it/member/marco-mellia/,13592,8.14E+18,Politecnico di Torino,Italy,41.871941,12.56738,,,,,,,12.56738
Author,['basics'],_3q6KBIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jaesik Park,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_3q6KBIAAAAJ&citpid=11,"Seoul National University, CSE & IPAI","['Computer Vision', 'Computer Graphics', 'Machine Learning']",@snu.ac.kr,https://jaesik.info/,8449,9.13E+18,Seoul National University,South Korea,35.907757,127.766922,,,,,,,127.766922
Author,['basics'],99AJNXEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yeow Meng Chee,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=99AJNXEAAAAJ&citpid=2,National University of Singapore,"['Coding Theory', 'Combinatorics', 'Electronic Design Automation', 'Theoretical Computer Science']",@nus.edu.sg,https://ymchee66.github.io/home/,3398,8.34E+16,National University of Singapore,Singapore,1.352083,103.819839,,,,,,,103.819839
Author,['basics'],ttZBHwgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Tao Feng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ttZBHwgAAAAJ&citpid=3,"Department of Mathematics, Zhejiang University","['information theory', 'discrete mathematics', 'combinatorics']",@zju.edu.cn,,774,1.12E+18,Zhejiang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],64aVbbIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiaoye Jiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=64aVbbIAAAAJ&citpid=2,Stanford University,"['Machine Learning', 'Large Scale Data Mining']",@stanford.edu,,1637,8.54E+18,Stanford University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],Gaxjc7UAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Honguk Woo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Gaxjc7UAAAAJ&citpid=3,SKKU,"['CPS', 'Reinforcement Learning', 'Machine Learning', 'Cloud', 'Real-time']",@skku.edu,https://sites.google.com/view/csi-agent-group/,1007,1.83E+18,Sungkyunkwan University,South Korea,35.907757,127.766922,,,,,,,127.766922
Author,['basics'],80LwB0cAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Songyang Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=80LwB0cAAAAJ&citpid=5,Amazon Web Services,"['computer vision', 'natural language processing', 'multimedia', 'vision + language']",@amazon.com,https://sy-zhang.github.io/,1685,,,,#N/A,#N/A,,,,,,,#N/A
